0.0, 0.0, 0.0
0.0, 0.0, 0.2
5.0, 5.0, 0.2
5.0, 150.0, 0.2
5.6, 150.0, 0.2
5.6, 5.0, 0.2
5.6, 5.0, 2.0
5.6, 5.0, 2.0
150.488, 140.119, 2.0
150.488, 140.119, 2.0
150.975, 140.151, 2.0
151.461, 140.204, 2.0
151.943, 140.278, 2.0
152.422, 140.374, 2.0
152.897, 140.49, 2.0
153.365, 140.626, 2.0
153.828, 140.783, 2.0
154.283, 140.96, 2.0
154.73, 141.157, 2.0
155.168, 141.373, 2.0
155.596, 141.608, 2.0
156.013, 141.861, 2.0
156.419, 142.132, 2.0
156.813, 142.421, 2.0
157.194, 142.727, 2.0
157.561, 143.048, 2.0
157.913, 143.386, 2.0
158.251, 143.739, 2.0
158.573, 144.106, 2.0
158.879, 144.487, 2.0
159.167, 144.88, 2.0
159.439, 145.286, 2.0
159.692, 145.704, 2.0
159.927, 146.132, 2.0
160.143, 146.57, 2.0
160.339, 147.017, 2.0
160.516, 147.472, 2.0
160.673, 147.934, 2.0
160.81, 148.403, 2.0
160.926, 148.877, 2.0
161.021, 149.356, 2.0
161.096, 149.839, 2.0
161.149, 150.324, 2.0
161.181, 150.811, 2.0
161.191, 151.3, 2.0
161.181, 151.788, 2.0
161.149, 152.275, 2.0
161.096, 152.76, 2.0
161.021, 153.243, 2.0
160.926, 153.722, 2.0
160.81, 154.196, 2.0
160.673, 154.665, 2.0
160.516, 155.127, 2.0
160.339, 155.582, 2.0
160.143, 156.029, 2.0
159.927, 156.467, 2.0
159.692, 156.895, 2.0
159.439, 157.313, 2.0
159.167, 157.719, 2.0
158.879, 158.112, 2.0
158.573, 158.493, 2.0
158.251, 158.86, 2.0
157.913, 159.213, 2.0
157.561, 159.551, 2.0
157.194, 159.873, 2.0
156.813, 160.178, 2.0
156.419, 160.467, 2.0
156.013, 160.738, 2.0
155.596, 160.992, 2.0
155.168, 161.226, 2.0
154.73, 161.442, 2.0
154.283, 161.639, 2.0
153.828, 161.816, 2.0
153.365, 161.973, 2.0
152.897, 162.11, 2.0
152.422, 162.226, 2.0
151.943, 162.321, 2.0
151.461, 162.395, 2.0
150.975, 162.448, 2.0
150.488, 162.48, 2.0
150.0, 162.491, 2.0
149.512, 162.48, 2.0
149.025, 162.448, 2.0
148.539, 162.395, 2.0
148.057, 162.321, 2.0
147.578, 162.226, 2.0
147.103, 162.11, 2.0
146.635, 161.973, 2.0
146.172, 161.816, 2.0
145.717, 161.639, 2.0
145.27, 161.442, 2.0
144.832, 161.226, 2.0
144.404, 160.992, 2.0
143.987, 160.738, 2.0
143.581, 160.467, 2.0
143.187, 160.178, 2.0
142.806, 159.873, 2.0
142.439, 159.551, 2.0
142.087, 159.213, 2.0
141.749, 158.86, 2.0
141.427, 158.493, 2.0
141.121, 158.112, 2.0
140.833, 157.719, 2.0
140.561, 157.313, 2.0
140.308, 156.895, 2.0
140.073, 156.467, 2.0
139.857, 156.029, 2.0
139.661, 155.582, 2.0
139.484, 155.127, 2.0
139.327, 154.665, 2.0
139.19, 154.196, 2.0
139.074, 153.722, 2.0
138.979, 153.243, 2.0
138.904, 152.76, 2.0
138.851, 152.275, 2.0
138.819, 151.788, 2.0
138.809, 151.3, 2.0
138.819, 150.811, 2.0
138.851, 150.324, 2.0
138.904, 149.839, 2.0
138.979, 149.356, 2.0
139.074, 148.877, 2.0
139.19, 148.403, 2.0
139.327, 147.934, 2.0
139.484, 147.472, 2.0
139.661, 147.017, 2.0
139.857, 146.57, 2.0
140.073, 146.132, 2.0
140.308, 145.704, 2.0
140.561, 145.286, 2.0
140.833, 144.88, 2.0
141.121, 144.487, 2.0
141.427, 144.106, 2.0
141.749, 143.739, 2.0
142.087, 143.386, 2.0
142.439, 143.048, 2.0
142.806, 142.727, 2.0
143.187, 142.421, 2.0
143.581, 142.132, 2.0
143.987, 141.861, 2.0
144.404, 141.608, 2.0
144.832, 141.373, 2.0
145.27, 141.157, 2.0
145.717, 140.96, 2.0
146.172, 140.783, 2.0
146.635, 140.626, 2.0
147.103, 140.49, 2.0
147.578, 140.374, 2.0
148.057, 140.278, 2.0
148.539, 140.204, 2.0
149.025, 140.151, 2.0
149.512, 140.119, 2.0
150.0, 140.108, 2.0
150.488, 140.119, 2.0
150.357, 143.117, 2.0
150.357, 143.117, 2.0
150.714, 143.14, 2.0
151.069, 143.179, 2.0
151.422, 143.233, 2.0
151.773, 143.303, 2.0
152.12, 143.388, 2.0
152.463, 143.488, 2.0
152.801, 143.603, 2.0
153.134, 143.732, 2.0
153.462, 143.876, 2.0
153.782, 144.034, 2.0
154.095, 144.206, 2.0
154.401, 144.392, 2.0
154.698, 144.59, 2.0
154.986, 144.802, 2.0
155.265, 145.025, 2.0
155.534, 145.261, 2.0
155.792, 145.508, 2.0
156.039, 145.766, 2.0
156.274, 146.035, 2.0
156.498, 146.313, 2.0
156.709, 146.602, 2.0
156.908, 146.899, 2.0
157.093, 147.204, 2.0
157.265, 147.518, 2.0
157.423, 147.838, 2.0
157.567, 148.165, 2.0
157.697, 148.498, 2.0
157.812, 148.837, 2.0
157.912, 149.18, 2.0
157.996, 149.527, 2.0
158.066, 149.877, 2.0
158.121, 150.23, 2.0
158.159, 150.586, 2.0
158.183, 150.942, 2.0
158.191, 151.3, 2.0
158.183, 151.657, 2.0
158.159, 152.013, 2.0
158.121, 152.369, 2.0
158.066, 152.722, 2.0
157.996, 153.072, 2.0
157.912, 153.419, 2.0
157.812, 153.763, 2.0
157.697, 154.101, 2.0
157.567, 154.434, 2.0
157.423, 154.761, 2.0
157.265, 155.082, 2.0
157.093, 155.395, 2.0
156.908, 155.7, 2.0
156.709, 155.998, 2.0
156.498, 156.286, 2.0
156.274, 156.564, 2.0
156.039, 156.833, 2.0
155.792, 157.091, 2.0
